         200
        4096
   3.2499999999999982E-004
 0.146484375000000E-003  0.107383921490159E-001  0.236260741337678E-021  0.241975669952668E-015  0.230416239809787E+000  0.348955978381041E-018  0.135289486208029E-010  0.276840771230902E-014  0.615186741314879E-014  0.758845368027659E+000  0.103226484478574E-002  0.298000000000000E+003 -0.138490263566857E+004  0.148689999999414E+002  0.132274678648700E+001  0.101325000000000E+007 -0.400233320778551E-006 -0.218167465611587E-016 -0.640093497018276E-018 -0.676155060062679E-017 -0.764696888355649E-014  0.774280618444543E-019  0.753149680602949E-017  0.487082593349967E-016  0.519494149219930E-024  0.477140585032547E-013
 0.439453125000000E-003  0.107383921487438E-001  0.189201639753904E-021  0.241923580321880E-015  0.230416239809850E+000  0.349144336285249E-018  0.135289486881040E-010  0.276867093876736E-014  0.615186741315526E-014  0.758845368027868E+000  0.103226484478901E-002  0.297999999999999E+003 -0.138490263567296E+004  0.148689999998487E+002  0.132274678645993E+001  0.101325000000000E+007 -0.232634064859582E-006  0.125302947602974E-014 -0.343679709590585E-018 -0.676009024327896E-017  0.152721009336395E-014  0.720428267482448E-019  0.753555532738400E-017  0.390063826758582E-016  0.519733549133621E-024 -0.326798369382427E-013
 0.732421875000000E-003  0.107383921484698E-001  0.163957166539472E-021  0.241872627162397E-015  0.230416239809913E+000  0.349316929226008E-018  0.135289487536881E-010  0.276892327944020E-014  0.615186741316163E-014  0.758845368028079E+000  0.103226484479230E-002  0.297999999999999E+003 -0.138490263567738E+004  0.148689999997443E+002  0.132274678645344E+001  0.101325000000000E+007 -0.479743721696223E-006 -0.497203496508047E-016 -0.184625043806391E-018 -0.675866160288791E-017 -0.119808054694488E-013  0.670125720561788E-019  0.753927480123526E-017  0.338018803976242E-016  0.520401442967255E-024 -0.443312389497895E-013
 0.102539062500000E-002  0.107383921481919E-001  0.150400438651548E-021  0.241822573020606E-015  0.230416239809977E+000  0.349475674277321E-018  0.135289488179873E-010  0.276916847006678E-014  0.615186741316790E-014  0.758845368028293E+000  0.103226484479565E-002  0.297999999999998E+003 -0.138490263568186E+004  0.148689999996016E+002  0.132274678643148E+001  0.101325000000000E+007 -0.494711830209766E-006  0.653545657696827E-015 -0.991700540497249E-019 -0.675725802819354E-017 -0.118377347049115E-013  0.622911804100361E-019  0.754269485063403E-017  0.310069613791561E-016  0.520429839684173E-024 -0.150958696839273E-013
 0.131835937500000E-002  0.107383921479099E-001  0.143123021230102E-021  0.241773421598790E-015  0.230416239810043E+000  0.349621462707704E-018  0.135289488809909E-010  0.276940745227313E-014  0.615186741317413E-014  0.758845368028510E+000  0.103226484479904E-002  0.297999999999998E+003 -0.138490263568641E+004  0.148689999994401E+002  0.132274678641455E+001  0.101325000000000E+007 -0.607434073037214E-006 -0.588204734552687E-015 -0.532628496145503E-019 -0.675587962693856E-017 -0.248126932519055E-014  0.578606002929594E-019  0.754583662967427E-017  0.295066051643573E-016  0.520238996648763E-024 -0.333760208164486E-013
 0.161132812500000E-002  0.107383921476229E-001  0.139218084221754E-021  0.241725166792561E-015  0.230416239810108E+000  0.349755166095412E-018  0.135289489427054E-010  0.276964078523927E-014  0.615186741318027E-014  0.758845368028731E+000  0.103226484480249E-002  0.297999999999997E+003 -0.138490263569104E+004  0.148689999992498E+002  0.132274678639917E+001  0.101325000000000E+007 -0.691901550063588E-006  0.574960472472381E-015 -0.286013618648363E-019 -0.675452623138518E-017 -0.730104076976254E-014  0.537028908118548E-019  0.754871815198867E-017  0.287015302518583E-016  0.520400341175498E-024 -0.165248980748510E-013
 0.190429687500000E-002  0.107383921473303E-001  0.137124123675618E-021  0.241677802655123E-015  0.230416239810176E+000  0.349877600105669E-018  0.135289490031374E-010  0.276986878147949E-014  0.615186741318637E-014  0.758845368028956E+000  0.103226484480601E-002  0.297999999999997E+003 -0.138490263569576E+004  0.148689999990313E+002  0.132274678638499E+001  0.101325000000000E+007 -0.799899514041501E-006 -0.107366314902236E-014 -0.153535889297303E-019 -0.675319767791081E-017 -0.185023820055179E-013  0.498012553963881E-019  0.755135437388761E-017  0.282698119318843E-016  0.520489809192616E-024  0.190072863444590E-013
 0.219726562500000E-002  0.107383921470312E-001  0.136002317735870E-021  0.241631323006160E-015  0.230416239810245E+000  0.349989529403180E-018  0.135289490622940E-010  0.277009162367730E-014  0.615186741319241E-014  0.758845368029186E+000  0.103226484480961E-002  0.297999999999996E+003 -0.138490263570059E+004  0.148689999987838E+002  0.132274678637160E+001  0.101325000000000E+007 -0.889147367726401E-006 -0.298869818468412E-015 -0.823750414308520E-020 -0.675189379619060E-017 -0.159836248797948E-013  0.461399299062878E-019  0.755376511078617E-017  0.280385159801345E-016  0.520528900629389E-024 -0.198490131599011E-013
 0.249023437500000E-002  0.107383921467247E-001  0.135402087295902E-021  0.241585721451948E-015  0.230416239810316E+000  0.350091670719085E-018  0.135289491201833E-010  0.277030942576665E-014  0.615186741319843E-014  0.758845368029421E+000  0.103226484481329E-002  0.297999999999996E+003 -0.138490263570554E+004  0.148689999985066E+002  0.132274678635977E+001  0.101325000000000E+007 -0.100351552802524E-005  0.621389278372527E-015 -0.441546534341916E-020 -0.675061440982812E-017  0.503884514356354E-014  0.427041206419088E-019  0.755596288580067E-017  0.279147495541343E-016  0.520371015450287E-024 -0.418331204073557E-013
 0.278320312500000E-002  0.107383921464101E-001  0.135081423837577E-021  0.241540991389278E-015  0.230416239810388E+000  0.350184695790983E-018  0.135289491768135E-010  0.277052226578488E-014  0.615186741320435E-014  0.758845368029663E+000  0.103226484481708E-002  0.297999999999995E+003 -0.138490263571061E+004  0.148689999982004E+002  0.132274678635062E+001  0.101325000000000E+007 -0.108675579022743E-005 -0.572103501924727E-015 -0.236301857972860E-020 -0.674935933666303E-017 -0.101846297990702E-013  0.394799445039438E-019  0.755796524413217E-017  0.278486194043101E-016  0.520623535255884E-024 -0.369925355060295E-014
